index,Input,Sentiment,anger,fear,joy,love,sadness,surprise,connotation
13704,is eyes its questionable whether shes feeling gracious today,love,0,0,0,1,0,0,1
6065,i feel he just broke up with his girlfriend,sadness,0,0,0,0,1,0,0
7295,im feeling so clever right about now please let me affirm i am not a good cook in fact i am truly disastrous in the kitchen hehe,joy,0,0,1,0,0,0,1
11089,im feeling pretty rebellious right now because im writing this is my engineering class,anger,1,0,0,0,0,0,0
4960,i want be there when she passed away or when she was not feeling good and same with my brother and other grandparents,joy,0,0,1,0,0,0,1
6875,i p i could sit here and beat myself up over it all but im feeling far to rebellious for that today basically im feeling angry at the world and at myself all at the same time,anger,1,0,0,0,0,0,0
753,i feel suck mad and sad,anger,1,0,0,0,0,0,0
1433,i feel most passionate and artistic and settled into my craft,joy,0,0,1,0,0,0,1
459,i decent article which i knew likely had good information because my initial response was to feel offended and want to argue despite the fact that it was talking about not doing exactly that,anger,1,0,0,0,0,0,0
2443,i feel can be really popular in the underground if they get themselves out there and thank god for this i m looking at you toby and tunji,joy,0,0,1,0,0,0,1
8479,i spent a while in here otherwise i was in my room reading and working in the feeling good handbook or making notes on how to further keep my anger under control once i was discharged,joy,0,0,1,0,0,0,1
1248,i feel really bless to have a very supportive family who appreciate everything that i do,love,0,0,0,1,0,0,1
3546,i feel low not coz of the situations distance or the person but its that one thing that hurts you and makes you feel responsible for what i have done to myself,sadness,0,0,0,0,1,0,0
10019,i was just feeling so annoyed about everything,anger,1,0,0,0,0,0,0
12583,i feel so blessed for my husband and my family supporting me on my mission of health and happiness and spreading it to my community and the world,joy,0,0,1,0,0,0,1
14996,i struggled with feelings of guilt as i took very gentle care of myself during my recovery and sometimes even now,love,0,0,0,1,0,0,1
699,i have to give it to men as women we complain a lot about the heals we have to wear but at least we can wear a dress and feel cool in the summer,joy,0,0,1,0,0,0,1
7750,i feel horrible about all of this,sadness,0,0,0,0,1,0,0
10715,i feel really wimpy saying it but,fear,0,1,0,0,0,0,0
773,ive also had a nosy on the website and seeing as its coming up to that time of year and im feeling strangely festive for once ive picked my top five products from the a href http www,joy,0,0,1,0,0,0,1
1498,im feeling inspired today,joy,0,0,1,0,0,0,1
12601,i just have to feel threatened to be reminded that i will be saved,fear,0,1,0,0,0,0,0
1058,im over having this feeling of doubt because i know that when he goes to his friends house there are a bunch of slutty chicks there,love,0,0,0,1,0,0,1
3155,ill take my gfathers ute down to get a load of shit or as some would prefer manure but im feeling hostile so let me have it and will attempt a version of a home made compost,anger,1,0,0,0,0,0,0
1661,i haven t been able to do a lot of stuff most people managed to do in various points of their lives i feel that i have missed out a lot in life and i know that my current path is my only ticket to live a live that i want to,sadness,0,0,0,0,1,0,0
1077,i didn t feel talented at anything i was doing and eventually wasn t putting fully into it,joy,0,0,1,0,0,0,1
803,i can stop feeling discouraged or full of self pity when another wave crashes down on us,sadness,0,0,0,0,1,0,0
10612,im feeling determined now to push through any hiccups and reach my ultimate goal of being within the healthy weight range kg for my height,joy,0,0,1,0,0,0,1
4121,im just trusting in my feelings and im trusting god above and im trusting you can give this baby both his mothers love,joy,0,0,1,0,0,0,1
8885,i couldn t feel positive emotions of any sort,joy,0,0,1,0,0,0,1
6991,i feel so horrendously ugly these days,sadness,0,0,0,0,1,0,0
2116,i was going for a sort of handheld cam feel lol that i was just delighted,joy,0,0,1,0,0,0,1
8408,i believe in you moment we all feel til then it s one more skeptical song,fear,0,1,0,0,0,0,0
348,i still feel scared every time i go into a strange place,fear,0,1,0,0,0,0,0
4084,i do a hobble to the bike rack with one bike shoe on and barefoot on the other side feeling a bit foolish but not too worried,sadness,0,0,0,0,1,0,0
3286,i expect and hope the greater id feel disappointed,sadness,0,0,0,0,1,0,0
5077,i want him to feel uncertain and unsettled because he deserves it and maybe itll teach him a lesson,fear,0,1,0,0,0,0,0
4346,i feel so regretful not going but,sadness,0,0,0,0,1,0,0
9464,i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la,sadness,0,0,0,0,1,0,0
13965,i start feeling overwhelmed and i just want to run away and hide in the back of my closet,fear,0,1,0,0,0,0,0
208,i still feel frightened of the world yet no where near as much as i used to,fear,0,1,0,0,0,0,0
739,i feel more violent than ever right now,anger,1,0,0,0,0,0,0
7702,i recall feeling so welcomed that we returned to woodstock a few months later for a white thanksgiving,joy,0,0,1,0,0,0,1
11272,i feel that was one of those episodes where everything just fell into place i really liked how that one turned out,love,0,0,0,1,0,0,1
13541,i know is my feelings were innocent,joy,0,0,1,0,0,0,1
7831,i hold it for a day my arm will feel numb and paralysed,sadness,0,0,0,0,1,0,0
2783,i love this community to death but sometimes i feel there at times we arent as supportive,love,0,0,0,1,0,0,1
1995,i feel so low and i havent felt this low in a while so it sucks,sadness,0,0,0,0,1,0,0
7373,i am thankful that our incomes let us contribute to causes that we feel are important,joy,0,0,1,0,0,0,1
7406,ive never been the mother of a teenage girl before but i sure as hell have been one and this little episode would have left me at feeling ugly and crappy and humiliated,sadness,0,0,0,0,1,0,0
11556,i feel like it has some necessity in a romantic relationship but too much can be very harmful in that context but that s not my problem,love,0,0,0,1,0,0,1
5125,im feeling so helpless clueless and homesick,fear,0,1,0,0,0,0,0
240,i feel stressed always,sadness,0,0,0,0,1,0,0
1761,i write this i giggle and shake my head in humbling shame but in a way i feel somewhat triumphant,joy,0,0,1,0,0,0,1
3115,i wasnt feeling well at all so had to take a few days off work lots of winter germs going round and being in an air conditioned office probably doesnt help,joy,0,0,1,0,0,0,1
14987,im looking forward to feeling hopeful instead of hopeless,joy,0,0,1,0,0,0,1
14945,i have been having a really hard time feeling hopeful about much over the last few months,joy,0,0,1,0,0,0,1
10777,i think the main benefit here is that it wets the surface giving even the earliest strokes something to play against and it also helps get my ass into the deep end of the pool if i am feeling hesitant about where to begin,fear,0,1,0,0,0,0,0
15773,i feel the cold terrribly,anger,1,0,0,0,0,0,0
9178,im faced with the dreading feeling that no it wont work and all this will have been in vain,sadness,0,0,0,0,1,0,0
8437,i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come,anger,1,0,0,0,0,0,0
7638,i know that sounds really recycled and generic but its actually how i feel i love to sing and would more than love to make a living doing that but im going to school because i know that its not in the cards for all the talented people in the world to make it in the music business,joy,0,0,1,0,0,0,1
8341,i feel the self pressured expectation to keep up to date with our family events so in order to assuage the guilt here we go,fear,0,1,0,0,0,0,0
6576,i feel really heartbroken,sadness,0,0,0,0,1,0,0
13925,i know he loves me and showers me with graces so i never need to feel unloved rejected or a lack of anything not time or things or money,sadness,0,0,0,0,1,0,0
20,i feel irritated and rejected without anyone doing anything or saying anything,anger,1,0,0,0,0,0,0
15326,i hate feeling discontent but its what im feeling right now and im tired of hiding it,sadness,0,0,0,0,1,0,0
666,i feel that cold breeze,anger,1,0,0,0,0,0,0
5806,i need to be intentional to do more things like that i think as a mom sometimes it can feel like you lose some of your personality b c as smart as my kids are their sense of humor is me making a silly face and chasing them around the house like a monster,joy,0,0,1,0,0,0,1
648,i feel it is vital to lay everything on the table now im not interested in setting myself up for further humiliation and disappointment,joy,0,0,1,0,0,0,1
3991,im sure this silly little blog is ridiculous but sometimes i just feel so aggravated,anger,1,0,0,0,0,0,0
8094,i feel it is too dangerous to invest in such markets,anger,1,0,0,0,0,0,0
8416,i would have wasted time and money and i just feel really pressured because i dont want to do that,fear,0,1,0,0,0,0,0
11140,i should say its giving him that sweet little feeling of being fucked,anger,1,0,0,0,0,0,0
1941,i know exactly how put out you are and feel like it is only really acceptable to foist that inconvenience on family,joy,0,0,1,0,0,0,1
4178,i was really feeling crappy even after my awesome week of workouts,sadness,0,0,0,0,1,0,0
14873,i feel you are being wronged i will back you,anger,1,0,0,0,0,0,0
501,when we rearranged furniture in our flat and got stuck in a chair,anger,1,0,0,0,0,0,0
6116,i head upstream to explore bringing my notebook to write up the events of the day and i soon find running water with some small pools big enough to strip down and throw some water on the ole corpse which feels lovely,love,0,0,0,1,0,0,1
4554,i feel like i should give it a shout out because it was that delicious,joy,0,0,1,0,0,0,1
5199,im not emo ing no no no haha i am feeling happy instead for being able to meet up with them,joy,0,0,1,0,0,0,1
4286,i feel so numb that i wonder whether im still human,sadness,0,0,0,0,1,0,0
12221,i was feeling aching earlier this morning but not much now,sadness,0,0,0,0,1,0,0
15570,i feel today i feel a little bit overwhelmed,fear,0,1,0,0,0,0,0
10752,i feel resentful toward my wife when weeks go by without sex,anger,1,0,0,0,0,0,0
9818,i was beginning to feel anxious about it and i asked him to help me out,fear,0,1,0,0,0,0,0
1653,i was feeling out of sorts restless,fear,0,1,0,0,0,0,0
9965,i have a nagging feeling of discontent,sadness,0,0,0,0,1,0,0
1916,i am thinking is the fact because xanax slows your system down it allows you to feel very relaxed but also it might leave you with a not enough energy and motivation,joy,0,0,1,0,0,0,1
576,i feel accepted and loved by a community of derby girls that i helped to create,joy,0,0,1,0,0,0,1
14295,i feel like if i could just go to detention after school for a couple days then everything would be ok,joy,0,0,1,0,0,0,1
14834,i is feeling particularly hostile shell say no red shirt today nickey,anger,1,0,0,0,0,0,0
3073,i can live out my values instead of just being crushed by debt feeling rejected and feeling empty,sadness,0,0,0,0,1,0,0
3436,i love the feeling of running in the cold when you can see your breath and cold air seems to refresh you from the inside out,anger,1,0,0,0,0,0,0
1064,i need to feel assured i need to feel secure,joy,0,0,1,0,0,0,1
228,i began feeling shaky my heart was sort of skipping around i felt like someone who had been drinking coffee all day long,fear,0,1,0,0,0,0,0
1876,i need a break or im feeling stressed out,anger,1,0,0,0,0,0,0
472,i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,love,0,0,0,1,0,0,1
11564,im feeling really strong since starting the shred two weeks ago i have new muscles,joy,0,0,1,0,0,0,1
421,i began to feel very strange,fear,0,1,0,0,0,0,0
15145,i don t feel amazing or good afterwards then i m not pleased,joy,0,0,1,0,0,0,1
12435,i am feeling genuinely proud of myself,joy,0,0,1,0,0,0,1
14102,i wanted to make him feel special on his birthday particularly as he was going to be putting in a looooong day at work,joy,0,0,1,0,0,0,1
1781,i feel optimistic that he ll settle in before too long once we ve arrived,joy,0,0,1,0,0,0,1
8779,i was feeling a bit rebellious today,anger,1,0,0,0,0,0,0
795,i do not feel like i am hostile toward others just that i fail to be nice to them,anger,1,0,0,0,0,0,0
7991,i promise to respect my personal boundaries acknowledge that i am a perfect and divine being and that i have the right to say no when i need to without feeling guilty,sadness,0,0,0,0,1,0,0
10869,i use it i envision how it would work if i had long thick lashes and i just have this strong feeling that it would provide me the perfect amount of lift definition and separation,joy,0,0,1,0,0,0,1
321,i spend a lot of time feeling disappointed with myself for not doing a better job at attaining my goals,sadness,0,0,0,0,1,0,0
14941,i feel like an idiot for looking a bunch of keys that weren t there and i m getting frantic about nick not letting me in for forgetting my keys,fear,0,1,0,0,0,0,0
15302,i have enjoyed the experienced of being entranced by most none up to this point have ever made me feel the experience of being devoted,love,0,0,0,1,0,0,1
4368,when they changed my office to another room without my agreement,anger,1,0,0,0,0,0,0
7018,i was feeling nostalgic and celebratory,love,0,0,0,1,0,0,1
6704,i finally allowed my feelings up and accepted them and myself the internal boundary began to dissolve i began to see how i was projecting my suppressed feelings out and creating a lot of pain in and around me,joy,0,0,1,0,0,0,1
786,i took a chance and kept crying in hopes she might feel benevolent,joy,0,0,1,0,0,0,1
12520,i tend to question whether there is a god and if i feel i m in intelligent enough company i will tell them if they ask,joy,0,0,1,0,0,0,1
3262,i feel a whisper a friendly voice start to rise indulge until your hearts content and pay no mind,joy,0,0,1,0,0,0,1
14950,i usually just feel aggravated with the unprofessional attitude of the rest of the cast,anger,1,0,0,0,0,0,0
8671,i can feel it physically sort of aching and now im kind of expecting a response i dont know what it would say but ive got a good idea,sadness,0,0,0,0,1,0,0
12399,i was sitting in class on tuesday afternoon and all of a sudden that same feeling came over me a delicious feeling of being slightly out of control and out of my depth a thrill of adrenaline that left me weak and drained yet excited and inquisitive all at once,joy,0,0,1,0,0,0,1
771,i also feel the need to say thank you to the boy who helped me realize the above for showing me an absolutely splendid and hot night,joy,0,0,1,0,0,0,1
5467,i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,anger,1,0,0,0,0,0,0
8501,i feel terrible for him but omg,sadness,0,0,0,0,1,0,0
63,i can honestly say that after each sistahs chat i feel invigorated and blessed,joy,0,0,1,0,0,0,1
776,i cant help but think if id just shut up if id just not made a big deal of what was essentially two adults meeting at the same table for a hot beverage then perhaps i wouldnt have spent the bulk of the weekend feeling like a stupid shit,sadness,0,0,0,0,1,0,0
14583,ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual,anger,1,0,0,0,0,0,0
7401,i feel useful giving in what i do,joy,0,0,1,0,0,0,1
7210,i don t like it when i hmmm feel devastated then i try to be driven towards things that are potentially more devastating just so i can forget about that thing that has devastated me first,sadness,0,0,0,0,1,0,0
1127,i had the feeling that i missed something as characters moved from place to place,sadness,0,0,0,0,1,0,0
11300,i know that is satans plan to make us feel inadequate but i never expected i would actually listen to him,sadness,0,0,0,0,1,0,0
7345,i feel this command is useful to check the free space in log file for all databases in over go,joy,0,0,1,0,0,0,1
3693,i feel really lethargic today and just cant be bothered with much,sadness,0,0,0,0,1,0,0
9676,i feel their taste of desserts are not sweet and suits many customers now,love,0,0,0,1,0,0,1
5284,i feel their pain and its not pleasant,joy,0,0,1,0,0,0,1
10678,im locked in my world and then i feel glad,joy,0,0,1,0,0,0,1
13219,i realized that i m feeling artistic in the extreme because the justice center has not been very kind to me lately,joy,0,0,1,0,0,0,1
8169,i dont work its friday and my pink toenails and i feel especially playful so play we will,joy,0,0,1,0,0,0,1
7,i explain why i clung to a relationship with a boy who was in many ways immature and uncommitted despite the excitement i should have been feeling for getting accepted into the masters program at the university of virginia,joy,0,0,1,0,0,0,1
12439,i don t like feeling that my family damaged me in some way even though they didn t mean it,sadness,0,0,0,0,1,0,0
9281,i wouldn t feel submissive which has it s place but not in the work environment,sadness,0,0,0,0,1,0,0
6762,i haven t quite figured out and whenever i can t find the time or ability or money to take care of each side equally i end up feeling disappointed,sadness,0,0,0,0,1,0,0
3547,i feel guilty for not having made any blog entries for months,sadness,0,0,0,0,1,0,0
4400,i also find that during those times when i feel victimized by his loss i dont feel him near me at all,sadness,0,0,0,0,1,0,0
575,i is feeling insulted because everyone is comparing sneha with her,anger,1,0,0,0,0,0,0
4281,i have been so busy i feel like i have free time at home,joy,0,0,1,0,0,0,1
7008,i just feel he was another dumb character that deserved to get killed,sadness,0,0,0,0,1,0,0
8742,i had to go to the gym so many times this last spring that i just kind of got used to feeling neurotic and then the neurotic feeling kind of went away,fear,0,1,0,0,0,0,0
4798,i didnt want to hurt her feelings and am fond of avoiding conflict when these situations arise,love,0,0,0,1,0,0,1
5208,i just feel so listless,sadness,0,0,0,0,1,0,0
15732,i feel like it was just a title mimm fall inspired weekend href http thislifeissparkling,joy,0,0,1,0,0,0,1
1462,i am pleased and a little disturbed i guess that these feelings of melancholy lead me right back to the thing that brings them on,sadness,0,0,0,0,1,0,0
12078,im excited that i got the chance to get away and am now feeling a lot more appreciative of what i thought was just a normal life but realize with a different lens to look through is a pretty darn great one with a lot to be thankful for each and every day,joy,0,0,1,0,0,0,1
15857,i feel nothing through long stretches of time im convinced nothing has worked,joy,0,0,1,0,0,0,1
9655,i honestly loved this place and felt pretty comfortable here but after this i don t really know how to feel the school has taken action to help me get through this unfortunate situation which i am really happy about because i wasn t expecting any support,sadness,0,0,0,0,1,0,0
924,i feel like i knew some of it though so it wasnt a total bombing of the innocent,joy,0,0,1,0,0,0,1
1950,i as representative of everything thats wrong with corporate america and feel that sending him to washington is a ludicrous idea,surprise,0,0,0,0,0,1,1
742,i feel privileged having the opportunity to be a part of it all,joy,0,0,1,0,0,0,1
13780,i loved feeling lily move and have missed it so much,sadness,0,0,0,0,1,0,0
11264,i can literally feel a hateful glare directed at me,anger,1,0,0,0,0,0,0
8357,i do when i m feeling a bit weird to reground myself,surprise,0,0,0,0,0,1,1
219,i guess i wont feel too jealous since i often do my mothering at the pool but its nice to have a husband again,anger,1,0,0,0,0,0,0
1014,i cant help feeling mad at this man,anger,1,0,0,0,0,0,0
5920,im feeling somewhat optimistic that in i wont be that damn coward,joy,0,0,1,0,0,0,1
1706,i acted withdrawn and cold towards others in situations that required empathy its not that i dont care i just dont always feel the feelings so i fake it,sadness,0,0,0,0,1,0,0
10432,i need to be wise and hide some things from him because if he really knew all about me then he would feel too safe would get bored and will go find his adventure somewhere else,joy,0,0,1,0,0,0,1
1080,i feel energized and eager to write tomorrow,joy,0,0,1,0,0,0,1
14217,i am feeling generous at this time i will answer your questions,joy,0,0,1,0,0,0,1
4779,i felt humiliated and belittled me because it keyed into all of my trigger points it made me feel stupid and inarticulate and laughable and flattened about something i m passionate about knowledgeable about and see as my place in the world,sadness,0,0,0,0,1,0,0
12297,i eat and feel satisfied,joy,0,0,1,0,0,0,1
10079,when i had a serious argument with a dear person,anger,1,0,0,0,0,0,0
6023,i should feel burdened that the slightest touch from that body even now still lingers upon my skin,sadness,0,0,0,0,1,0,0
301,i wont vote this year just to feel naughty and inflammatory,love,0,0,0,1,0,0,1
13575,i basically have a gut feeling of whether i think that person is genuinely sincere or not,joy,0,0,1,0,0,0,1
55,i feel you know basically like a fake in the realm of science fiction,sadness,0,0,0,0,1,0,0
6630,i wont go on about the anxieties i am feeling about this is being as neurotic as me about this,fear,0,1,0,0,0,0,0
740,i feel uncertain and uneasy,fear,0,1,0,0,0,0,0
6737,i think the ideal preparation for birth for anybody not just me puts you in a place where you feel confident in your knowledge in your caregivers in your support system and in your body,joy,0,0,1,0,0,0,1
3681,i feel that i have to justify this behavior to you my faithful blog reader,joy,0,0,1,0,0,0,1
12483,i am feeling very eager for what my darling has in store for us,joy,0,0,1,0,0,0,1
6559,im feeling very blessed to live in a state with such beautiful sights like virginia has,joy,0,0,1,0,0,0,1
1216,im feeling so broke right now but i loved every minute of it,sadness,0,0,0,0,1,0,0
15622,i don t want to use this space as a political soap box i feel we have reached an important crossroads that may strongly affect the future of our food in this country and possibly in this world,joy,0,0,1,0,0,0,1
15528,i had a go at it it said i was feeling paranoid lol,fear,0,1,0,0,0,0,0
585,i kind of asked somebody if they confirmed my feeling and they ignored me so i guess i went on,sadness,0,0,0,0,1,0,0
613,i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,joy,0,0,1,0,0,0,1
3565,i sat down at the computer feeling nervous excited and more than a little silly,fear,0,1,0,0,0,0,0
6459,i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,anger,1,0,0,0,0,0,0
8527,i really do feel unfortunate for the person who has to carrry me,sadness,0,0,0,0,1,0,0
156,i feel rather privileged to have witnessed the great man in action it really was impossible for a novice like me to work out just which one of the four identical looking riders was he,joy,0,0,1,0,0,0,1
13444,i feel perfect except for the constant exhaustion,joy,0,0,1,0,0,0,1
6186,im feeling stressed and tired and after that flight i really dont want to get on another one,sadness,0,0,0,0,1,0,0
1295,i feel a little damaged,sadness,0,0,0,0,1,0,0
6479,i am feeling very thankful and relieved,joy,0,0,1,0,0,0,1
4050,i feel as if her call was not a sincere apology,joy,0,0,1,0,0,0,1
1396,i have no idea why this particular region seems to lack a visibly necessary outer carniola as well and i feel actually somewhat bothered by this possible evidence of lack of suburban spirit,anger,1,0,0,0,0,0,0
12317,i feel less intimidated with her here to help,fear,0,1,0,0,0,0,0
13609,i guess i sort of believe him but deep down i just feel unsure about the unknown,fear,0,1,0,0,0,0,0
12075,i made a shocking discovery that made me feel incredibly dumb and to which i of course feel the need to share,sadness,0,0,0,0,1,0,0
1241,i feel guilty that s why,sadness,0,0,0,0,1,0,0
1763,i feel so invigorated by the sunshine,joy,0,0,1,0,0,0,1
12849,i thought i would love wearing s trousers but instead i feel amazing in vintage inspired dresses,joy,0,0,1,0,0,0,1
8601,i feel a little pained but that will probably pass the last illusions of childhood,sadness,0,0,0,0,1,0,0
5401,i feel like pulling a paige from charmed just dont hurt me ok,joy,0,0,1,0,0,0,1
1313,i honestly wish christmas was celebrated in the summer because i feel like i tend not be as jolly as i wish i could be,joy,0,0,1,0,0,0,1
13,i just feel extremely comfortable with the group of people that i dont even need to hide myself,joy,0,0,1,0,0,0,1
3774,i feel honoured to be friends with you,joy,0,0,1,0,0,0,1
606,i can barely speak at all even though i feel just fine,joy,0,0,1,0,0,0,1
10149,i am feeling delicate after hogmanay if that s what you are thinking,love,0,0,0,1,0,0,1
7160,i slowly realised that the intruder was actually dad and griff began to retreat a safe distance in case there were any repercussions after pulling dad through the roof but dad was feeling very groggy and disorientated,sadness,0,0,0,0,1,0,0
8494,i feel divine original mix,joy,0,0,1,0,0,0,1
14230,i feel as it is imprinted in my brain by now how vital stress in the college community,joy,0,0,1,0,0,0,1
10123,i learned from him that being rich and feeling rich are two different things,joy,0,0,1,0,0,0,1
3626,i remember reading red seas under red skies and feeling a bit disappointed,sadness,0,0,0,0,1,0,0
6027,i feel you caring even if you will insist you are mean,love,0,0,0,1,0,0,1
896,i cant help feeling like something violent happened as soon as the cameras turned off wish i could find it on youtube,anger,1,0,0,0,0,0,0
9444,i think they enjoyed the event because it made them feel welcomed,joy,0,0,1,0,0,0,1
6384,i feel defeated extremely agitated as well as frustrated beyond words,sadness,0,0,0,0,1,0,0
1539,ive posted ive been feeling the casual vibe when it comes to dressing,joy,0,0,1,0,0,0,1
4119,i still miss him and feel rather weepy today,sadness,0,0,0,0,1,0,0
1524,i look at this photo i feel gentle and calm my makeup is still soft but its warmer and i feel it harmonizes better with the warm colours of these flowers,love,0,0,0,1,0,0,1
960,i feel passionate about knitting and seeing really good films and the surprisingly awesome tv programs that are on now i cant believe i just wrote that,love,0,0,0,1,0,0,1
15186,i feel so privileged that god made this plan for us,joy,0,0,1,0,0,0,1
7154,i grow learn more and mature a little more which really makes me feel a sense of joyful peace within,joy,0,0,1,0,0,0,1
14461,i am presenting here a few that we have managed to find which really clean your hair really leave it feeling lovely and really really won t irritate your skin,love,0,0,0,1,0,0,1
1325,i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,sadness,0,0,0,0,1,0,0
9726,i have not read any of the books but i feel sure that there is one man in the moon at least if not more,joy,0,0,1,0,0,0,1
843,i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,sadness,0,0,0,0,1,0,0
9389,i get the feeling that im valued have potential and am very welcome,joy,0,0,1,0,0,0,1
3969,i feel that when i run i that is me sarah the mind am supporting this body,joy,0,0,1,0,0,0,1
1892,i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things,fear,0,1,0,0,0,0,0
2646,i feel fabulous about it,joy,0,0,1,0,0,0,1
556,i feel like this is a perfectly acceptable number since baby is really starting to crowd my lungs a bit more now,joy,0,0,1,0,0,0,1
1462,i left the theater feeling sad and alone the sudden realization of my own fleeting mortality weighing down each and every step,sadness,0,0,0,0,1,0,0
8807,i step back in the game day after day even when the odds of success seem out of favor i love on and when i feel nothing but ugly inside she is there to remind me of who i really am and nothing could be prettier than that,sadness,0,0,0,0,1,0,0
4879,i really dont feel very sociable in that bar anymore,joy,0,0,1,0,0,0,1
3014,i feel as though i am living on an island as i put the delicious moisturiser on a sample which is lasting a very very long time used twice a day and the rest of the products are so gentle yet cleansing and moisturising,joy,0,0,1,0,0,0,1
12858,i have quite amount of friends here but yet how can i feel so lonely,sadness,0,0,0,0,1,0,0
14422,i get the feeling this girl cries at everything from hollyoaks to a picture of a cute puppy,joy,0,0,1,0,0,0,1
12672,i vent outrageously with tourette s like unpredictability occasionally leaving behind me a wake of hurt feelings and messy rooms and other not so nice carnage,sadness,0,0,0,0,1,0,0
11697,i feel agitated,anger,1,0,0,0,0,0,0
1400,im just not mentally there but can still feel the itch in my legs to run and once i get out there im so glad i did,joy,0,0,1,0,0,0,1
3604,im tired feeling crappy hungry and still dealing with ridding my house of the smell of vomit,sadness,0,0,0,0,1,0,0
9062,im feeling angry i think i strop about ruffling the air and inflating my position and exaggerating the issue,anger,1,0,0,0,0,0,0
15516,i think i am feeling more generous today,joy,0,0,1,0,0,0,1
14390,i cannot speak for others but all i know is i feel i am the most successful prettiest version of myself when i walk out of my starbucks with my red cup holiday cup in hand,joy,0,0,1,0,0,0,1
8463,i also feel like maybe you dont want the real messy authentic mark,sadness,0,0,0,0,1,0,0
15071,i feel horny i feel horny anyone wanna see me,love,0,0,0,1,0,0,1
1816,i am feeling overwhelmed i dont feel hopeless to often but i do cycle through frustration anxiety and sometimes anger that i have to go through this,surprise,0,0,0,0,0,1,1
954,i feel like offended with such question,anger,1,0,0,0,0,0,0
11804,i feel distracted and its sometimes hard to talk to god and that used to be second nature to me,anger,1,0,0,0,0,0,0
10456,i feel like if this was a longer book i would have liked it more,love,0,0,0,1,0,0,1
5787,i am feeling lost for not being on a regimented strength program,sadness,0,0,0,0,1,0,0
3048,i try to remember that quote when i feel i may be hitting a wall in a marathon or even a training run and i know it is time to find that perfect song that fuel,joy,0,0,1,0,0,0,1
12372,i am feeling rather thrilled,joy,0,0,1,0,0,0,1
1098,i feel burdened and stuck in the center of a dark tunnel,sadness,0,0,0,0,1,0,0
1853,i screwed my brows together when i realized this reaction and pondered what could possibly make me feel so fond of a stranger,love,0,0,0,1,0,0,1
893,i guess while i can understand their concern i can t help but feel a little rejected,sadness,0,0,0,0,1,0,0
1883,i had the feeling that it might not have been taken as the truthful and sincere compliment it would have been,joy,0,0,1,0,0,0,1
8078,i have a curious feeling that benjamin button is the next forest gump curious case of benjamin button review a href http stayviolation,surprise,0,0,0,0,0,1,1
11187,i am not feeling fearful,fear,0,1,0,0,0,0,0
10636,im feeling rather mellow id like to point out that there are some things that i dont understand,joy,0,0,1,0,0,0,1
830,i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain,fear,0,1,0,0,0,0,0
4536,im not sure if anyone else is like this but especially when im feeling low i dont particularly want to wear vintage clothing,sadness,0,0,0,0,1,0,0
11430,i never feel triumphant and glowy on my treadmill,joy,0,0,1,0,0,0,1
2983,i look at your kids i feel jealous sure,anger,1,0,0,0,0,0,0
12430,ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,anger,1,0,0,0,0,0,0
1632,one afternoon,fear,0,1,0,0,0,0,0
13959,i never feel accepted but you have to go through steps first you are a publisher keeping track of time spent in the ministry trying to get more members,love,0,0,0,1,0,0,1
2963,i want to go in feeling eager and come out with a dazzling cert whilst on the phone with my mum feeling that at least ive made her proud,joy,0,0,1,0,0,0,1
14937,i feel can be even more dangerous though because when youre pouring all time into ministry it can be accompanied with self righteousness or self satisfaction,anger,1,0,0,0,0,0,0
6766,i go to school after having a horrible morning and i feel like i am meing hated on my every and i feel alone and i always have been and i am emotionaly very far away from everyone else,sadness,0,0,0,0,1,0,0
949,i am feeling more and more eager to get on with my move,joy,0,0,1,0,0,0,1
11535,i feel so fond of him i want to squeeze him tightly and not unusually,love,0,0,0,1,0,0,1
13155,i did feel my heart rate increase after the baths and i am curious as to how they d work in the long run on a fat loss plan but between the cost of lbs of ice at a time and the increasingly low temperatures in my apartment i gave them up after a short run,surprise,0,0,0,0,0,1,1
2820,i was actually happy to hear this because id been feeling unnaturally exhausted lately so hopefully this will help,sadness,0,0,0,0,1,0,0
15085,when i found out that i had passed the last two exams by a margin of three marks,joy,0,0,1,0,0,0,1
1124,someone acting stupid in public,anger,1,0,0,0,0,0,0
14890,i think like all australians i know the image so well it will be interesting to see how i feel when were there and yes lovely kay we are going to view it at sunrise,love,0,0,0,1,0,0,1
